2024/10/3 11:37:34,1,52,21
2024/10/3 11:37:34,1,52,6
2024/10/3 11:37:34,1,52,28
2024/10/3 11:37:34,1,52,14
2024/10/3 11:37:34,1,52,50
2024/10/3 11:37:34,1,52,16
2024/10/3 11:37:34,1,52,46
2024/10/3 11:37:34,1,52,43
2024/10/3 11:37:34,1,52,48
2024/10/3 11:37:34,1,52,4
2024/10/3 11:37:34,1,52,41
2024/10/3 11:37:34,1,52,27
2024/10/5 8:35:54,1,9999999,7785385
2024/10/5 8:35:54,1,9999999,6416904
2024/10/5 8:35:54,1,9999999,3664745
2024/10/5 8:35:54,1,9999999,3315964
2024/10/5 8:35:54,1,9999999,2936261
2024/10/5 8:35:54,1,9999999,667763
2024/10/5 8:35:54,1,9999999,3131312
2024/10/5 8:35:54,1,9999999,5862075
2024/10/5 8:35:54,1,9999999,3230690
2024/10/5 8:35:54,1,9999999,4374956
2024/10/5 8:35:54,1,9999999,2797156
2024/10/5 8:35:54,1,9999999,1488038
2024/10/5 8:41:36,1,52,10
2024/10/5 8:41:36,1,52,30
2024/10/5 8:41:36,1,52,42
2024/10/5 8:41:36,1,52,43
2024/10/5 8:41:36,1,52,9
2024/10/5 8:41:36,1,52,49
2024/10/5 8:41:36,1,52,17
2024/10/5 8:41:36,1,52,21
2024/10/5 8:41:36,1,52,52
2024/10/5 8:41:36,1,52,47
2024/10/5 8:41:36,1,52,48
2024/10/5 8:41:36,1,52,14
2024/10/5 8:41:38,1,52,11
2024/10/5 8:41:38,1,52,4
2024/10/5 8:41:38,1,52,18
2024/10/5 8:41:38,1,52,50
2024/10/5 8:41:38,1,52,47
2024/10/5 8:41:38,1,52,44
2024/10/5 8:41:38,1,52,12
2024/10/5 8:41:38,1,52,36
2024/10/5 8:41:38,1,52,26
2024/10/5 8:41:38,1,52,51
2024/10/5 8:41:38,1,52,1
2024/10/5 8:41:38,1,52,8
2024/10/5 8:43:26,1,52,15
2024/10/5 8:43:26,1,52,5
2024/10/5 8:43:26,1,52,7
2024/10/5 8:43:26,1,52,48
2024/10/5 8:43:26,1,52,1
2024/10/5 8:43:26,1,52,13
2024/10/5 8:43:26,1,52,10
2024/10/5 8:43:26,1,52,47
2024/10/5 8:43:26,1,52,45
2024/10/5 8:43:26,1,52,39
2024/10/5 8:43:26,1,52,29
2024/10/5 8:43:26,1,52,46
2024/10/5 8:44:19,1,52,33
2024/10/5 8:44:19,1,52,30
2024/10/5 8:44:19,1,52,44
2024/10/5 8:44:19,1,52,28
2024/10/5 8:44:19,1,52,34
2024/10/5 8:44:19,1,52,17
2024/10/5 8:44:19,1,52,4
2024/10/5 8:44:19,1,52,16
2024/10/5 8:44:19,1,52,41
2024/10/5 8:44:19,1,52,19
2024/10/5 8:44:19,1,52,25
2024/10/5 8:44:19,1,52,8
2024/10/5 8:45:34,1,52,25
2024/10/5 8:45:34,1,52,9
2024/10/5 8:45:34,1,52,38
2024/10/5 8:45:34,1,52,49
2024/10/5 8:45:34,1,52,47
2024/10/5 8:45:34,1,52,52
2024/10/5 8:45:34,1,52,10
2024/10/5 8:45:34,1,52,51
2024/10/5 8:45:34,1,52,22
2024/10/5 8:45:34,1,52,24
2024/10/5 8:45:34,1,52,20
2024/10/5 8:45:34,1,52,23
2024/10/5 8:45:36,1,52,49
2024/10/5 8:45:36,1,52,7
2024/10/5 8:45:36,1,52,28
2024/10/5 8:45:36,1,52,44
2024/10/5 8:45:36,1,52,40
2024/10/5 8:45:36,1,52,42
2024/10/5 8:45:36,1,52,8
2024/10/5 8:45:36,1,52,12
2024/10/5 8:45:36,1,52,9
2024/10/5 8:45:36,1,52,21
2024/10/5 8:45:36,1,52,46
2024/10/5 8:45:36,1,52,3
2024/10/5 8:45:45,1,52,30
2024/10/5 8:45:45,1,52,40
2024/10/5 8:45:45,1,52,13
2024/10/5 8:45:45,1,52,21
2024/10/5 8:45:45,1,52,18
2024/10/5 8:45:45,1,52,34
2024/10/5 8:45:45,1,52,35
2024/10/5 8:45:45,1,52,33
2024/10/5 8:45:45,1,52,41
2024/10/5 8:45:45,1,52,5
2024/10/5 8:45:45,1,52,1
2024/10/5 8:45:45,1,52,3
2024/10/5 8:45:46,1,52,12
2024/10/5 8:45:46,1,52,25
2024/10/5 8:45:46,1,52,52
2024/10/5 8:45:46,1,52,49
2024/10/5 8:45:46,1,52,46
2024/10/5 8:45:46,1,52,20
2024/10/5 8:45:46,1,52,50
2024/10/5 8:45:46,1,52,22
2024/10/5 8:45:46,1,52,31
2024/10/5 8:45:46,1,52,10
2024/10/5 8:45:46,1,52,7
2024/10/5 8:45:46,1,52,33
2024/10/5 8:45:47,1,52,38
2024/10/5 8:45:47,1,52,1
2024/10/5 8:45:47,1,52,32
2024/10/5 8:45:47,1,52,25
2024/10/5 8:45:47,1,52,42
2024/10/5 8:45:47,1,52,40
2024/10/5 8:45:47,1,52,44
2024/10/5 8:45:47,1,52,16
2024/10/5 8:45:47,1,52,24
2024/10/5 8:45:47,1,52,17
2024/10/5 8:45:47,1,52,22
2024/10/5 8:45:47,1,52,28
2024/10/5 8:46:46,1,52,23
2024/10/5 8:46:46,1,52,32
2024/10/5 8:46:46,1,52,33
2024/10/5 8:46:46,1,52,41
2024/10/5 8:46:46,1,52,35
2024/10/5 8:46:46,1,52,25
2024/10/5 8:46:46,1,52,51
2024/10/5 8:46:46,1,52,30
2024/10/5 8:46:46,1,52,11
2024/10/5 8:46:46,1,52,19
2024/10/5 8:46:46,1,52,46
2024/10/5 8:46:46,1,52,26
2024/10/5 8:46:51,1,52,49
2024/10/5 8:46:51,1,52,26
2024/10/5 8:46:51,1,52,9
2024/10/5 8:46:51,1,52,6
2024/10/5 8:46:51,1,52,7
2024/10/5 8:46:51,1,52,4
2024/10/5 8:46:51,1,52,21
2024/10/5 8:46:51,1,52,24
2024/10/5 8:46:51,1,52,16
2024/10/5 8:46:51,1,52,15
2024/10/5 8:46:51,1,52,48
2024/10/5 8:46:51,1,52,32
2024/10/5 8:46:52,1,52,7
2024/10/5 8:46:52,1,52,31
2024/10/5 8:46:52,1,52,13
2024/10/5 8:46:52,1,52,15
2024/10/5 8:46:52,1,52,45
2024/10/5 8:46:52,1,52,28
2024/10/5 8:46:52,1,52,1
2024/10/5 8:46:52,1,52,26
2024/10/5 8:46:52,1,52,5
2024/10/5 8:46:52,1,52,23
2024/10/5 8:46:52,1,52,41
2024/10/5 8:46:52,1,52,17
2024/10/5 8:46:52,1,52,45
2024/10/5 8:46:52,1,52,34
2024/10/5 8:46:52,1,52,49
2024/10/5 8:46:52,1,52,43
2024/10/5 8:46:52,1,52,41
2024/10/5 8:46:52,1,52,44
2024/10/5 8:46:52,1,52,36
2024/10/5 8:46:52,1,52,17
2024/10/5 8:46:52,1,52,5
2024/10/5 8:46:52,1,52,52
2024/10/5 8:46:52,1,52,21
2024/10/5 8:46:52,1,52,37
2024/10/5 8:46:52,1,52,14
2024/10/5 8:46:52,1,52,49
2024/10/5 8:46:52,1,52,2
2024/10/5 8:46:52,1,52,5
2024/10/5 8:46:52,1,52,3
2024/10/5 8:46:52,1,52,1
2024/10/5 8:46:52,1,52,7
2024/10/5 8:46:52,1,52,27
2024/10/5 8:46:52,1,52,25
2024/10/5 8:46:52,1,52,37
2024/10/5 8:46:52,1,52,28
2024/10/5 8:46:52,1,52,46
2024/10/5 8:46:53,1,52,48
2024/10/5 8:46:53,1,52,38
2024/10/5 8:46:53,1,52,25
2024/10/5 8:46:53,1,52,40
2024/10/5 8:46:53,1,52,21
2024/10/5 8:46:53,1,52,18
2024/10/5 8:46:53,1,52,1
2024/10/5 8:46:53,1,52,3
2024/10/5 8:46:53,1,52,5
2024/10/5 8:46:53,1,52,37
2024/10/5 8:46:53,1,52,31
2024/10/5 8:46:53,1,52,51
2024/10/5 8:46:53,1,52,31
2024/10/5 8:46:53,1,52,45
2024/10/5 8:46:53,1,52,43
2024/10/5 8:46:53,1,52,32
2024/10/5 8:46:53,1,52,30
2024/10/5 8:46:53,1,52,17
2024/10/5 8:46:53,1,52,8
2024/10/5 8:46:53,1,52,3
2024/10/5 8:46:53,1,52,38
2024/10/5 8:46:53,1,52,5
2024/10/5 8:46:53,1,52,52
2024/10/5 8:46:53,1,52,11
2024/10/5 8:46:53,1,52,5
2024/10/5 8:46:53,1,52,31
2024/10/5 8:46:53,1,52,47
2024/10/5 8:46:53,1,52,37
2024/10/5 8:46:53,1,52,3
2024/10/5 8:46:53,1,52,20
2024/10/5 8:46:53,1,52,10
2024/10/5 8:46:53,1,52,19
2024/10/5 8:46:53,1,52,13
2024/10/5 8:46:53,1,52,39
2024/10/5 8:46:53,1,52,23
2024/10/5 8:46:53,1,52,38
2024/10/5 8:46:54,1,52,47
2024/10/5 8:46:54,1,52,25
2024/10/5 8:46:54,1,52,39
2024/10/5 8:46:54,1,52,41
2024/10/5 8:46:54,1,52,34
2024/10/5 8:46:54,1,52,7
2024/10/5 8:46:54,1,52,52
2024/10/5 8:46:54,1,52,15
2024/10/5 8:46:54,1,52,19
2024/10/5 8:46:54,1,52,45
2024/10/5 8:46:54,1,52,1
2024/10/5 8:46:54,1,52,3
2024/10/5 8:46:54,1,52,48
2024/10/5 8:46:54,1,52,38
2024/10/5 8:46:54,1,52,24
2024/10/5 8:46:54,1,52,47
2024/10/5 8:46:54,1,52,17
2024/10/5 8:46:54,1,52,11
2024/10/5 8:46:54,1,52,28
2024/10/5 8:46:54,1,52,14
2024/10/5 8:46:54,1,52,49
2024/10/5 8:46:54,1,52,30
2024/10/5 8:46:54,1,52,18
2024/10/5 8:46:54,1,52,37
2024/10/5 8:46:54,1,52,27
2024/10/5 8:46:54,1,52,36
2024/10/5 8:46:54,1,52,30
2024/10/5 8:46:54,1,52,7
2024/10/5 8:46:54,1,52,25
2024/10/5 8:46:54,1,52,24
2024/10/5 8:46:54,1,52,22
2024/10/5 8:46:54,1,52,26
2024/10/5 8:46:54,1,52,43
2024/10/5 8:46:54,1,52,19
2024/10/5 8:46:54,1,52,18
2024/10/5 8:46:54,1,52,15
2024/10/5 8:46:55,1,52,48
2024/10/5 8:46:55,1,52,10
2024/10/5 8:46:55,1,52,52
2024/10/5 8:46:55,1,52,1
2024/10/5 8:46:55,1,52,7
2024/10/5 8:46:55,1,52,16
2024/10/5 8:46:55,1,52,49
2024/10/5 8:46:55,1,52,14
2024/10/5 8:46:55,1,52,28
2024/10/5 8:46:55,1,52,34
2024/10/5 8:46:55,1,52,39
2024/10/5 8:46:55,1,52,43
2024/10/5 8:46:55,1,52,7
2024/10/5 8:46:55,1,52,50
2024/10/5 8:46:55,1,52,21
2024/10/5 8:46:55,1,52,41
2024/10/5 8:46:55,1,52,51
2024/10/5 8:46:55,1,52,47
2024/10/5 8:46:55,1,52,35
2024/10/5 8:46:55,1,52,22
2024/10/5 8:46:55,1,52,10
2024/10/5 8:46:55,1,52,2
2024/10/5 8:46:55,1,52,49
2024/10/5 8:46:55,1,52,12
2024/10/5 8:46:56,1,52,37
2024/10/5 8:46:56,1,52,29
2024/10/5 8:46:56,1,52,12
2024/10/5 8:46:56,1,52,39
2024/10/5 8:46:56,1,52,40
2024/10/5 8:46:56,1,52,21
2024/10/5 8:46:56,1,52,9
2024/10/5 8:46:56,1,52,26
2024/10/5 8:46:56,1,52,22
2024/10/5 8:46:56,1,52,25
2024/10/5 8:46:56,1,52,4
2024/10/5 8:46:56,1,52,1
2024/10/5 8:46:56,1,52,41
2024/10/5 8:46:56,1,52,8
2024/10/5 8:46:56,1,52,17
2024/10/5 8:46:56,1,52,7
2024/10/5 8:46:56,1,52,49
2024/10/5 8:46:56,1,52,52
2024/10/5 8:46:56,1,52,16
2024/10/5 8:46:56,1,52,29
2024/10/5 8:46:56,1,52,5
2024/10/5 8:46:56,1,52,21
2024/10/5 8:46:56,1,52,23
2024/10/5 8:46:56,1,52,39
2024/10/5 8:46:57,1,52,8
2024/10/5 8:46:57,1,52,22
2024/10/5 8:46:57,1,52,45
2024/10/5 8:46:57,1,52,13
2024/10/5 8:46:57,1,52,14
2024/10/5 8:46:57,1,52,3
2024/10/5 8:46:57,1,52,30
2024/10/5 8:46:57,1,52,12
2024/10/5 8:46:57,1,52,37
2024/10/5 8:46:57,1,52,18
2024/10/5 8:46:57,1,52,31
2024/10/5 8:46:57,1,52,41
2024/10/5 8:46:57,1,52,19
2024/10/5 8:46:57,1,52,37
2024/10/5 8:46:57,1,52,43
2024/10/5 8:46:57,1,52,34
2024/10/5 8:46:57,1,52,50
2024/10/5 8:46:57,1,52,47
2024/10/5 8:46:57,1,52,11
2024/10/5 8:46:57,1,52,26
2024/10/5 8:46:57,1,52,44
2024/10/5 8:46:57,1,52,20
2024/10/5 8:46:57,1,52,31
2024/10/5 8:46:57,1,52,2
2024/10/5 8:46:57,1,52,47
2024/10/5 8:46:57,1,52,12
2024/10/5 8:46:57,1,52,17
2024/10/5 8:46:57,1,52,49
2024/10/5 8:46:57,1,52,31
2024/10/5 8:46:57,1,52,41
2024/10/5 8:46:57,1,52,32
2024/10/5 8:46:57,1,52,42
2024/10/5 8:46:57,1,52,40
2024/10/5 8:46:57,1,52,26
2024/10/5 8:46:57,1,52,50
2024/10/5 8:46:57,1,52,20
2024/10/5 8:46:58,1,52,1
2024/10/5 8:46:58,1,52,26
2024/10/5 8:46:58,1,52,7
2024/10/5 8:46:58,1,52,14
2024/10/5 8:46:58,1,52,16
2024/10/5 8:46:58,1,52,49
2024/10/5 8:46:58,1,52,9
2024/10/5 8:46:58,1,52,33
2024/10/5 8:46:58,1,52,30
2024/10/5 8:46:58,1,52,25
2024/10/5 8:46:58,1,52,41
2024/10/5 8:46:58,1,52,2
2024/10/5 8:46:58,1,52,14
2024/10/5 8:46:58,1,52,10
2024/10/5 8:46:58,1,52,20
2024/10/5 8:46:58,1,52,3
2024/10/5 8:46:58,1,52,2
2024/10/5 8:46:58,1,52,44
2024/10/5 8:46:58,1,52,51
2024/10/5 8:46:58,1,52,15
2024/10/5 8:46:58,1,52,24
2024/10/5 8:46:58,1,52,5
2024/10/5 8:46:58,1,52,31
2024/10/5 8:46:58,1,52,45
2024/10/5 8:46:59,1,52,27
2024/10/5 8:46:59,1,52,51
2024/10/5 8:46:59,1,52,26
2024/10/5 8:46:59,1,52,6
2024/10/5 8:46:59,1,52,52
2024/10/5 8:46:59,1,52,29
2024/10/5 8:46:59,1,52,20
2024/10/5 8:46:59,1,52,44
2024/10/5 8:46:59,1,52,5
2024/10/5 8:46:59,1,52,46
2024/10/5 8:46:59,1,52,37
2024/10/5 8:46:59,1,52,4
2024/10/5 8:47:09,1,52,26
2024/10/5 8:47:09,1,52,45
2024/10/5 8:47:09,1,52,47
2024/10/5 8:47:09,1,52,6
2024/10/5 8:47:09,1,52,23
2024/10/5 8:47:09,1,52,18
2024/10/5 8:47:09,1,52,44
2024/10/5 8:47:09,1,52,33
2024/10/5 8:47:09,1,52,40
2024/10/5 8:47:09,1,52,37
2024/10/5 8:47:09,1,52,49
2024/10/5 8:47:09,1,52,30
2024/10/5 8:47:09,1,52,24
2024/10/5 8:47:09,1,52,7
2024/10/5 8:47:09,1,52,52
2024/10/5 8:47:09,1,52,19
2024/10/5 8:47:09,1,52,26
2024/10/5 8:47:09,1,52,23
2024/10/5 8:47:09,1,52,10
2024/10/5 8:47:09,1,52,48
2024/10/5 8:47:09,1,52,29
2024/10/5 8:47:09,1,52,21
2024/10/5 8:47:09,1,52,22
2024/10/5 8:47:09,1,52,45
2024/10/5 8:47:09,1,52,41
2024/10/5 8:47:09,1,52,4
2024/10/5 8:47:09,1,52,33
2024/10/5 8:47:09,1,52,45
2024/10/5 8:47:09,1,52,26
2024/10/5 8:47:09,1,52,47
2024/10/5 8:47:09,1,52,50
2024/10/5 8:47:09,1,52,52
2024/10/5 8:47:09,1,52,49
2024/10/5 8:47:09,1,52,32
2024/10/5 8:47:09,1,52,38
2024/10/5 8:47:09,1,52,13
2024/10/5 8:47:10,1,52,47
2024/10/5 8:47:10,1,52,44
2024/10/5 8:47:10,1,52,21
2024/10/5 8:47:10,1,52,4
2024/10/5 8:47:10,1,52,28
2024/10/5 8:47:10,1,52,2
2024/10/5 8:47:10,1,52,12
2024/10/5 8:47:10,1,52,33
2024/10/5 8:47:10,1,52,18
2024/10/5 8:47:10,1,52,48
2024/10/5 8:47:10,1,52,6
2024/10/5 8:47:10,1,52,50
2024/10/5 8:47:10,1,52,5
2024/10/5 8:47:10,1,52,21
2024/10/5 8:47:10,1,52,31
2024/10/5 8:47:10,1,52,24
2024/10/5 8:47:10,1,52,23
2024/10/5 8:47:10,1,52,33
2024/10/5 8:47:10,1,52,39
2024/10/5 8:47:10,1,52,50
2024/10/5 8:47:10,1,52,1
2024/10/5 8:47:10,1,52,30
2024/10/5 8:47:10,1,52,11
2024/10/5 8:47:10,1,52,34
2024/10/5 8:47:11,1,52,17
2024/10/5 8:47:11,1,52,5
2024/10/5 8:47:11,1,52,46
2024/10/5 8:47:11,1,52,48
2024/10/5 8:47:11,1,52,6
2024/10/5 8:47:11,1,52,35
2024/10/5 8:47:11,1,52,22
2024/10/5 8:47:11,1,52,10
2024/10/5 8:47:11,1,52,26
2024/10/5 8:47:11,1,52,23
2024/10/5 8:47:11,1,52,9
2024/10/5 8:47:11,1,52,11
2024/10/5 8:47:22,1,52,42
2024/10/5 8:47:22,1,52,50
2024/10/5 8:47:22,1,52,15
2024/10/5 8:47:22,1,52,49
2024/10/5 8:47:22,1,52,29
2024/10/5 8:47:22,1,52,35
2024/10/5 8:47:22,1,52,37
2024/10/5 8:47:22,1,52,19
2024/10/5 8:47:22,1,52,7
2024/10/5 8:47:22,1,52,41
2024/10/5 8:47:22,1,52,3
2024/10/5 8:47:22,1,52,28
2024/10/5 8:47:23,1,52,33
2024/10/5 8:47:23,1,52,18
2024/10/5 8:47:23,1,52,20
2024/10/5 8:47:23,1,52,23
2024/10/5 8:47:23,1,52,40
2024/10/5 8:47:23,1,52,37
2024/10/5 8:47:23,1,52,2
2024/10/5 8:47:23,1,52,8
2024/10/5 8:47:23,1,52,14
2024/10/5 8:47:23,1,52,42
2024/10/5 8:47:23,1,52,7
2024/10/5 8:47:23,1,52,38
2024/10/5 8:47:32,1,52,7
2024/10/5 8:47:32,1,52,24
2024/10/5 8:47:32,1,52,9
2024/10/5 8:47:32,1,52,49
2024/10/5 8:47:32,1,52,1
2024/10/5 8:47:32,1,52,40
